title,price,link
"Lenovo IdeaPad Slim 1 AMD Ryzen 5 5500U 15.6"" HD Thin and Light Laptop (16GB/512GB SSD/Windows 11 Home/MS Office 2021/1Yr ADP Free/Cloud Grey/1.61Kg), 82R400ERIN","38,990",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2MzQyMzMzMjYwMDAwODg1OjE3MjI4NTE3MDg6c3BfYnRmOjMwMDEwNDYwMzQ5NzQzMjo6MDo6&url=%2FLenovo-IdeaPad-Laptop-Windows-82R400ERIN%2Fdp%2FB0CP2KRYLM%2Fref%3Dsr_1_37_sspa%3Fdib%3DeyJ2IjoiMSJ9.8HB2Pwps-ZOytZzZBRnKg61EUGVxQIpppNllS0LtPzC5PmaD18nmMzjUV8dIfzSrrSaj2Ol7fLlfHjOy2ZWK-FlkaaXe0R80SCC7g6ZYeY8TlHCY1dVQ7i78UGPCIT7i_KAT5CIZrmevpsGEiFMHuEUHYt5qs4Y6LGshEhYdWJGNvv6asYpw6eK26oSca0qNDoJ9tnAHI9oFkjVm34SMxVQY4xhBUh7Owlmff5pfgw4.0Ve9bJtw-qQFpMYcfNRMnngzVtMS5-oZRcf-JoiycrA%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1722851708%26sr%3D8-37-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"Acer Aspire 3 Laptop Intel Core Celeron N4500 Processor Laptop (8 GB LPDDR4X SDRAM/512 GB SSD/Win11 Home/38 WHR/HD Webcam) A325-45 with 39.63 cm (15.6"") HD Display, Pure Silver, 1.5 KG","21,990",https://www.amazon.in/Acer-Celeron-Processor-LPDDR4X-A325-45/dp/B0D7PYTTGH/ref=sr_1_4?dib=eyJ2IjoiMSJ9.VD-XFhPX3Cbc9vkghsNwZtHGP4JHfmNgfUJM8iMY22xHf_w7C07UmuhxAZhagPyH6MjANjKtqBEgzTvkhKshcRv6YKtnfr-GV9y2rhG07ZYNDmzYKg0QzdA1N9CKXeCUgTtZ4M6rat5BRAVhXIR1mQANbLd-0Nir7rRF64qkgCz21ZIeAHnu5Y6ccrskE0a5DAC2470voBphsB93sNnWj9zeBz0V52bO-fcfcQA_Qrc.LsIACfFBbLvmdOSKK3vW4bwXGJdXabNssg5ai8GMGYA&dib_tag=se&keywords=laptop&qid=1722851696&sr=8-4
"Acer Aspire Lite 12th Gen Intel Core i3-1215U Premium Metal Laptop (Windows 11 Home/8 GB RAM/512GB SSD) AL15-52, 39.62cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 Kg","32,990",https://www.amazon.in/Acer-i3-1215U-Premium-Windows-AL15-52/dp/B0CKLN7PSZ/ref=sr_1_16?dib=eyJ2IjoiMSJ9.VD-XFhPX3Cbc9vkghsNwZtHGP4JHfmNgfUJM8iMY22xHf_w7C07UmuhxAZhagPyH6MjANjKtqBEgzTvkhKshcRv6YKtnfr-GV9y2rhG07ZYNDmzYKg0QzdA1N9CKXeCUgTtZ4M6rat5BRAVhXIR1mQANbLd-0Nir7rRF64qkgCz21ZIeAHnu5Y6ccrskE0a5DAC2470voBphsB93sNnWj9zeBz0V52bO-fcfcQA_Qrc.LsIACfFBbLvmdOSKK3vW4bwXGJdXabNssg5ai8GMGYA&dib_tag=se&keywords=laptop&qid=1722851696&sr=8-16
"Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 15.6"" (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/1Yr ADP Free/3months Game Pass/Arctic Grey/1.63Kg), 82RK00VTIN","36,299",https://www.amazon.in/Lenovo-IdeaPad-39-62cm-Warranty-82RK006DIN/dp/B0B4JPC8GT/ref=sr_1_34_mod_primary_new?dib=eyJ2IjoiMSJ9.8HB2Pwps-ZOytZzZBRnKg61EUGVxQIpppNllS0LtPzC5PmaD18nmMzjUV8dIfzSrrSaj2Ol7fLlfHjOy2ZWK-FlkaaXe0R80SCC7g6ZYeY8TlHCY1dVQ7i78UGPCIT7i_KAT5CIZrmevpsGEiFMHuEUHYt5qs4Y6LGshEhYdWJGNvv6asYpw6eK26oSca0qNDoJ9tnAHI9oFkjVm34SMxVQY4xhBUh7Owlmff5pfgw4.0Ve9bJtw-qQFpMYcfNRMnngzVtMS5-oZRcf-JoiycrA&dib_tag=se&keywords=laptop&qid=1722851708&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=8-34
"(Refurbished) Dell Latitude 5270 6th Gen Intel Core i5 Thin & Light HD Laptop (8 GB DDR4 RAM/256 GB SSD/12.3"" (31.8 cm) HD/Windows 11/MS Office/WiFi/BT/Intel UHD Graphics)","14,999",https://www.amazon.in/Refurbished-Dell-Latitude-Windows-Graphics/dp/B0D8BGMLGH/ref=sr_1_33?dib=eyJ2IjoiMSJ9.8HB2Pwps-ZOytZzZBRnKg61EUGVxQIpppNllS0LtPzC5PmaD18nmMzjUV8dIfzSrrSaj2Ol7fLlfHjOy2ZWK-FlkaaXe0R80SCC7g6ZYeY8TlHCY1dVQ7i78UGPCIT7i_KAT5CIZrmevpsGEiFMHuEUHYt5qs4Y6LGshEhYdWJGNvv6asYpw6eK26oSca0qNDoJ9tnAHI9oFkjVm34SMxVQY4xhBUh7Owlmff5pfgw4.0Ve9bJtw-qQFpMYcfNRMnngzVtMS5-oZRcf-JoiycrA&dib_tag=se&keywords=laptop&qid=1722851708&sr=8-33
"HP Laptop 15,12th Gen Intel Core i3-1215U,15.6 inch(39.6 cm),FHD,Anti-Glare,8 GB DDR4,512 GB SSD,Windows 11,MSO,Dual Speakers,1.69 kg,Natural Silver,15s-fq5326TU","35,928",https://www.amazon.in/HP-i3-1215U-Anti-Glare-Speakers-15s-fq5326TU/dp/B0CYQ257C1/ref=sr_1_15_mod_primary_new?dib=eyJ2IjoiMSJ9.VD-XFhPX3Cbc9vkghsNwZtHGP4JHfmNgfUJM8iMY22xHf_w7C07UmuhxAZhagPyH6MjANjKtqBEgzTvkhKshcRv6YKtnfr-GV9y2rhG07ZYNDmzYKg0QzdA1N9CKXeCUgTtZ4M6rat5BRAVhXIR1mQANbLd-0Nir7rRF64qkgCz21ZIeAHnu5Y6ccrskE0a5DAC2470voBphsB93sNnWj9zeBz0V52bO-fcfcQA_Qrc.LsIACfFBbLvmdOSKK3vW4bwXGJdXabNssg5ai8GMGYA&dib_tag=se&keywords=laptop&qid=1722851696&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=8-15
"HP Laptop 15s, AMD Ryzen 3 5300U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, AMD Radeon graphics, Thin & light, Dual speakers (Win 11, MSO 2019, Silver, 1.69 kg), eq2143AU","31,990",https://www.amazon.in/HP-15-6inch-Micro-Edge-Anti-Glare-15s-Eq2143au/dp/B09R1MMMTH/ref=sr_1_3?dib=eyJ2IjoiMSJ9.VD-XFhPX3Cbc9vkghsNwZtHGP4JHfmNgfUJM8iMY22xHf_w7C07UmuhxAZhagPyH6MjANjKtqBEgzTvkhKshcRv6YKtnfr-GV9y2rhG07ZYNDmzYKg0QzdA1N9CKXeCUgTtZ4M6rat5BRAVhXIR1mQANbLd-0Nir7rRF64qkgCz21ZIeAHnu5Y6ccrskE0a5DAC2470voBphsB93sNnWj9zeBz0V52bO-fcfcQA_Qrc.LsIACfFBbLvmdOSKK3vW4bwXGJdXabNssg5ai8GMGYA&dib_tag=se&keywords=laptop&qid=1722851696&sr=8-3
"Lenovo IdeaPad Slim 3 12th Gen Intel Core i5-12450H 15.6"" (39.6cm) FHD IPS Thin & Light Laptop (16GB/512GB SSD/Win 11/Office 21/Backlit KB/1 Yr ADP Free/3 Mon. Game Pass/Grey/1.6Kg), 83ER008DIN","52,990",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2MzQyMzMzMjYwMDAwODg1OjE3MjI4NTE3MDg6c3BfYnRmOjMwMDEwMzQ5ODU4NjEzMjo6MDo6&url=%2FLenovo-IdeaPad-i5-12450H-Warranty-83ER008DIN%2Fdp%2FB0CNVH114V%2Fref%3Dsr_1_38_sspa%3Fdib%3DeyJ2IjoiMSJ9.8HB2Pwps-ZOytZzZBRnKg61EUGVxQIpppNllS0LtPzC5PmaD18nmMzjUV8dIfzSrrSaj2Ol7fLlfHjOy2ZWK-FlkaaXe0R80SCC7g6ZYeY8TlHCY1dVQ7i78UGPCIT7i_KAT5CIZrmevpsGEiFMHuEUHYt5qs4Y6LGshEhYdWJGNvv6asYpw6eK26oSca0qNDoJ9tnAHI9oFkjVm34SMxVQY4xhBUh7Owlmff5pfgw4.0Ve9bJtw-qQFpMYcfNRMnngzVtMS5-oZRcf-JoiycrA%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1722851708%26sr%3D8-38-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"(Refurbished) HP Chromebook 13 G1 6th Gen Intel Core m5 FHD Thin & Light Laptop (8 GB RAM| 32 GB eMMC Storage| 13.3"" (33.8 cm) FHD| Chrome OS| WiFi| Bluetooth| Webcam| Intel Graphics)","13,499",https://www.amazon.in/Refurbished-HP-Chromebook-Bluetooth-Graphics/dp/B0D335SPLQ/ref=sr_1_29?dib=eyJ2IjoiMSJ9.8HB2Pwps-ZOytZzZBRnKg61EUGVxQIpppNllS0LtPzC5PmaD18nmMzjUV8dIfzSrrSaj2Ol7fLlfHjOy2ZWK-FlkaaXe0R80SCC7g6ZYeY8TlHCY1dVQ7i78UGPCIT7i_KAT5CIZrmevpsGEiFMHuEUHYt5qs4Y6LGshEhYdWJGNvv6asYpw6eK26oSca0qNDoJ9tnAHI9oFkjVm34SMxVQY4xhBUh7Owlmff5pfgw4.0Ve9bJtw-qQFpMYcfNRMnngzVtMS5-oZRcf-JoiycrA&dib_tag=se&keywords=laptop&qid=1722851708&sr=8-29
"Dell [Smartchoice] 15 Thin & Light Laptop, 12th Gen Intel Core i3-1215U Processor/8GB/512GB SSD/Intel UHD Graphics/15.6""(39.62cm) FHD/Windows 11 + MSO'21/15 Month McAfee/Spill-Resistant KB/Grey/1.48kg","37,998",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2MzQyMzMzMjYwMDAwODg1OjE3MjI4NTE3MDg6c3BfYXRmX25leHQ6MzAwMTA4ODE5NTEyODMyOjowOjo&url=%2FDell-i3-1215U-Graphic-Spill-Resistant-Keyboard%2Fdp%2FB0BQJ68HHC%2Fref%3Dsr_1_17_sspa%3Fdib%3DeyJ2IjoiMSJ9.8HB2Pwps-ZOytZzZBRnKg61EUGVxQIpppNllS0LtPzC5PmaD18nmMzjUV8dIfzSrrSaj2Ol7fLlfHjOy2ZWK-FlkaaXe0R80SCC7g6ZYeY8TlHCY1dVQ7i78UGPCIT7i_KAT5CIZrmevpsGEiFMHuEUHYt5qs4Y6LGshEhYdWJGNvv6asYpw6eK26oSca0qNDoJ9tnAHI9oFkjVm34SMxVQY4xhBUh7Owlmff5pfgw4.0Ve9bJtw-qQFpMYcfNRMnngzVtMS5-oZRcf-JoiycrA%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1722851708%26sr%3D8-17-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"HP Laptop 15s, 12th Gen Intel Core i5-1235U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, Intel Iris Xe graphics, Backlit KB,MSO,Thin & Light, Dual speakers (Win 11, Silver, 1.69 kg), fq5330TU","52,990",https://www.amazon.in/HP-i5-1235U-15-6-inch-graphics-speakers/dp/B0CTKHTNWL/ref=sr_1_19?dib=eyJ2IjoiMSJ9.VD-XFhPX3Cbc9vkghsNwZtHGP4JHfmNgfUJM8iMY22xHf_w7C07UmuhxAZhagPyH6MjANjKtqBEgzTvkhKshcRv6YKtnfr-GV9y2rhG07ZYNDmzYKg0QzdA1N9CKXeCUgTtZ4M6rat5BRAVhXIR1mQANbLd-0Nir7rRF64qkgCz21ZIeAHnu5Y6ccrskE0a5DAC2470voBphsB93sNnWj9zeBz0V52bO-fcfcQA_Qrc.LsIACfFBbLvmdOSKK3vW4bwXGJdXabNssg5ai8GMGYA&dib_tag=se&keywords=laptop&qid=1722851696&sr=8-19
"ASUS VivoBook 15 (2021) Thin and Light Laptop, Dual Core Intel Celeron N4020, 15.6-inch (39.62 cm) HD, (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W","19,990",https://www.amazon.in/ASUS-15-6-inch-Integrated-Transparent-X515MA-BR011W/dp/B09SGGB687/ref=sr_1_6?dib=eyJ2IjoiMSJ9.VD-XFhPX3Cbc9vkghsNwZtHGP4JHfmNgfUJM8iMY22xHf_w7C07UmuhxAZhagPyH6MjANjKtqBEgzTvkhKshcRv6YKtnfr-GV9y2rhG07ZYNDmzYKg0QzdA1N9CKXeCUgTtZ4M6rat5BRAVhXIR1mQANbLd-0Nir7rRF64qkgCz21ZIeAHnu5Y6ccrskE0a5DAC2470voBphsB93sNnWj9zeBz0V52bO-fcfcQA_Qrc.LsIACfFBbLvmdOSKK3vW4bwXGJdXabNssg5ai8GMGYA&dib_tag=se&keywords=laptop&qid=1722851696&sr=8-6
"Acer Aspire 3 Laptop Intel Core Celeron N4500 Processor Laptop (8 GB LPDDR4X SDRAM/256 GB SSD/Win11 Home/38 WHR/HD Webcam) A325-45 with 39.63 cm (15.6"") HD Display, Pure Silver, 1.5 KG","20,990",https://www.amazon.in/Acer-Celeron-Processor-LPDDR4X-A325-45/dp/B0D7PTFFZH/ref=sr_1_14?dib=eyJ2IjoiMSJ9.VD-XFhPX3Cbc9vkghsNwZtHGP4JHfmNgfUJM8iMY22xHf_w7C07UmuhxAZhagPyH6MjANjKtqBEgzTvkhKshcRv6YKtnfr-GV9y2rhG07ZYNDmzYKg0QzdA1N9CKXeCUgTtZ4M6rat5BRAVhXIR1mQANbLd-0Nir7rRF64qkgCz21ZIeAHnu5Y6ccrskE0a5DAC2470voBphsB93sNnWj9zeBz0V52bO-fcfcQA_Qrc.LsIACfFBbLvmdOSKK3vW4bwXGJdXabNssg5ai8GMGYA&dib_tag=se&keywords=laptop&qid=1722851696&sr=8-14
"Acer [Smartchoice] Aspire Lite AMD Ryzen 3 5300U Premium Thin and Light Laptop (Windows 11 Home/8 GB RAM/512 GB SSD) AL15-41 with 39.62 cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.6 KG","28,990",https://www.amazon.in/Acer-Smartchoice-Premium-Windows-AL15-41/dp/B0CWTSF1TK/ref=sr_1_24?dib=eyJ2IjoiMSJ9.8HB2Pwps-ZOytZzZBRnKg61EUGVxQIpppNllS0LtPzC5PmaD18nmMzjUV8dIfzSrrSaj2Ol7fLlfHjOy2ZWK-FlkaaXe0R80SCC7g6ZYeY8TlHCY1dVQ7i78UGPCIT7i_KAT5CIZrmevpsGEiFMHuEUHYt5qs4Y6LGshEhYdWJGNvv6asYpw6eK26oSca0qNDoJ9tnAHI9oFkjVm34SMxVQY4xhBUh7Owlmff5pfgw4.0Ve9bJtw-qQFpMYcfNRMnngzVtMS5-oZRcf-JoiycrA&dib_tag=se&keywords=laptop&qid=1722851708&sr=8-24
"Lenovo V15 G2 Laptop, 15.6"" FHD Display, Free Microsoft Office 2021 with Lifetime License, Dual-core Intel Celeron N4500, 8GB RAM, 256GB SSD, Ethernet, 6.5 Hours Battery Life, Windows 11 , Black","24,980",https://www.amazon.in/Lenovo-Microsoft-Lifetime-Dual-core-Ethernet/dp/B0CR8VHCSV/ref=sr_1_10?dib=eyJ2IjoiMSJ9.VD-XFhPX3Cbc9vkghsNwZtHGP4JHfmNgfUJM8iMY22xHf_w7C07UmuhxAZhagPyH6MjANjKtqBEgzTvkhKshcRv6YKtnfr-GV9y2rhG07ZYNDmzYKg0QzdA1N9CKXeCUgTtZ4M6rat5BRAVhXIR1mQANbLd-0Nir7rRF64qkgCz21ZIeAHnu5Y6ccrskE0a5DAC2470voBphsB93sNnWj9zeBz0V52bO-fcfcQA_Qrc.LsIACfFBbLvmdOSKK3vW4bwXGJdXabNssg5ai8GMGYA&dib_tag=se&keywords=laptop&qid=1722851696&sr=8-10
"Dell [Smartchoice] 15 Thin & Light Laptop, 12th Gen Intel Core i3-1215U Processor/8GB/512GB SSD/Intel UHD Graphics/15.6""(39.62cm) FHD/Windows 11 + MSO'21/15 Month McAfee/Spill-Resistant KB/Grey/1.48kg","37,998",https://www.amazon.in/Dell-i3-1215U-Graphic-Spill-Resistant-Keyboard/dp/B0BQJ68HHC/ref=sr_1_20?dib=eyJ2IjoiMSJ9.8HB2Pwps-ZOytZzZBRnKg61EUGVxQIpppNllS0LtPzC5PmaD18nmMzjUV8dIfzSrrSaj2Ol7fLlfHjOy2ZWK-FlkaaXe0R80SCC7g6ZYeY8TlHCY1dVQ7i78UGPCIT7i_KAT5CIZrmevpsGEiFMHuEUHYt5qs4Y6LGshEhYdWJGNvv6asYpw6eK26oSca0qNDoJ9tnAHI9oFkjVm34SMxVQY4xhBUh7Owlmff5pfgw4.0Ve9bJtw-qQFpMYcfNRMnngzVtMS5-oZRcf-JoiycrA&dib_tag=se&keywords=laptop&qid=1722851708&sr=8-20
"Lenovo IdeaPad 1 AMD Athlon Silver 7120U 15.6"" HD Thin and Light Laptop (8GB/512GB SDD/Windows 11 Home/1Year Warranty/MS Office/Cloud Grey/1.58Kg), 82VG00EQIN","28,990",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2MzQyMzMzMjYwMDAwODg1OjE3MjI4NTE3MDg6c3BfbXRmOjMwMDExMTAyNjE4MTQzMjo6MDo6&url=%2FLenovo-IdeaPad-Windows-Warranty-82VG00EQIN%2Fdp%2FB0CN18M8CM%2Fref%3Dsr_1_28_sspa%3Fdib%3DeyJ2IjoiMSJ9.8HB2Pwps-ZOytZzZBRnKg61EUGVxQIpppNllS0LtPzC5PmaD18nmMzjUV8dIfzSrrSaj2Ol7fLlfHjOy2ZWK-FlkaaXe0R80SCC7g6ZYeY8TlHCY1dVQ7i78UGPCIT7i_KAT5CIZrmevpsGEiFMHuEUHYt5qs4Y6LGshEhYdWJGNvv6asYpw6eK26oSca0qNDoJ9tnAHI9oFkjVm34SMxVQY4xhBUh7Owlmff5pfgw4.0Ve9bJtw-qQFpMYcfNRMnngzVtMS5-oZRcf-JoiycrA%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1722851708%26sr%3D8-28-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"HP Laptop 15s, AMD Ryzen 3 5300U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, AMD Radeon graphics, Thin & light, Dual speakers (Win 11, MSO 2019, Silver, 1.69 kg), eq2143AU","31,990",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2MzQyMzMzMjYwMDAwODg1OjE3MjI4NTE3MDg6c3BfbXRmOjMwMDIxNDI1NzYzNjkzMjo6MDo6&url=%2FHP-15-6inch-Micro-Edge-Anti-Glare-15s-Eq2143au%2Fdp%2FB09R1MMMTH%2Fref%3Dsr_1_27_sspa%3Fdib%3DeyJ2IjoiMSJ9.8HB2Pwps-ZOytZzZBRnKg61EUGVxQIpppNllS0LtPzC5PmaD18nmMzjUV8dIfzSrrSaj2Ol7fLlfHjOy2ZWK-FlkaaXe0R80SCC7g6ZYeY8TlHCY1dVQ7i78UGPCIT7i_KAT5CIZrmevpsGEiFMHuEUHYt5qs4Y6LGshEhYdWJGNvv6asYpw6eK26oSca0qNDoJ9tnAHI9oFkjVm34SMxVQY4xhBUh7Owlmff5pfgw4.0Ve9bJtw-qQFpMYcfNRMnngzVtMS5-oZRcf-JoiycrA%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1722851708%26sr%3D8-27-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"Lenovo IdeaPad Slim 1 AMD Ryzen 5 5500U 15.6"" HD Thin and Light Laptop (16GB/512GB SSD/Windows 11 Home/MS Office 2021/1Yr ADP Free/Cloud Grey/1.61Kg), 82R400ERIN","38,990",https://www.amazon.in/Lenovo-IdeaPad-Laptop-Windows-82R400ERIN/dp/B0CP2KRYLM/ref=sr_1_19?dib=eyJ2IjoiMSJ9.8HB2Pwps-ZOytZzZBRnKg61EUGVxQIpppNllS0LtPzC5PmaD18nmMzjUV8dIfzSrrSaj2Ol7fLlfHjOy2ZWK-FlkaaXe0R80SCC7g6ZYeY8TlHCY1dVQ7i78UGPCIT7i_KAT5CIZrmevpsGEiFMHuEUHYt5qs4Y6LGshEhYdWJGNvv6asYpw6eK26oSca0qNDoJ9tnAHI9oFkjVm34SMxVQY4xhBUh7Owlmff5pfgw4.0Ve9bJtw-qQFpMYcfNRMnngzVtMS5-oZRcf-JoiycrA&dib_tag=se&keywords=laptop&qid=1722851708&sr=8-19
"HP Laptop 15s, 12th Gen Intel Core i3, 15.6-inch (39.6 cm), 8GB DDR4, 512GB SSD, Thin & Light, Dual Speakers (Win 11, MSO 2021, Silver, 1.69 kg), fq5007TU / FQ5327TU","38,990",https://www.amazon.in/HP-i3-1215U-15-6-inch-Graphics-Speakers/dp/B0BP2M7CCS/ref=sr_1_9?dib=eyJ2IjoiMSJ9.VD-XFhPX3Cbc9vkghsNwZtHGP4JHfmNgfUJM8iMY22xHf_w7C07UmuhxAZhagPyH6MjANjKtqBEgzTvkhKshcRv6YKtnfr-GV9y2rhG07ZYNDmzYKg0QzdA1N9CKXeCUgTtZ4M6rat5BRAVhXIR1mQANbLd-0Nir7rRF64qkgCz21ZIeAHnu5Y6ccrskE0a5DAC2470voBphsB93sNnWj9zeBz0V52bO-fcfcQA_Qrc.LsIACfFBbLvmdOSKK3vW4bwXGJdXabNssg5ai8GMGYA&dib_tag=se&keywords=laptop&qid=1722851696&sr=8-9
"HP Laptop 15s, AMD Ryzen 3 5300U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, AMD Radeon Graphics, Thin & Light, Dual Speakers (Win 11, MSO 2021, Silver, 1.69 kg), eq2212AU","31,700",https://www.amazon.in/HP-Anti-Glare-Graphics-15s-eq2212AU/dp/B0BQN2HV46/ref=sr_1_23_mod_primary_new?dib=eyJ2IjoiMSJ9.8HB2Pwps-ZOytZzZBRnKg61EUGVxQIpppNllS0LtPzC5PmaD18nmMzjUV8dIfzSrrSaj2Ol7fLlfHjOy2ZWK-FlkaaXe0R80SCC7g6ZYeY8TlHCY1dVQ7i78UGPCIT7i_KAT5CIZrmevpsGEiFMHuEUHYt5qs4Y6LGshEhYdWJGNvv6asYpw6eK26oSca0qNDoJ9tnAHI9oFkjVm34SMxVQY4xhBUh7Owlmff5pfgw4.0Ve9bJtw-qQFpMYcfNRMnngzVtMS5-oZRcf-JoiycrA&dib_tag=se&keywords=laptop&qid=1722851708&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=8-23
"Acer Aspire Lite AMD Ryzen 5 5500U Premium Thin and Light Laptop (16 GB RAM/512 GB SSD/Windows 11 Home) AL15-41, 39.62 cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 KG","34,990",https://www.amazon.in/Acer-Premium-Windows-AL15-41-Display/dp/B0CB7S1RTX/ref=sr_1_13?dib=eyJ2IjoiMSJ9.VD-XFhPX3Cbc9vkghsNwZtHGP4JHfmNgfUJM8iMY22xHf_w7C07UmuhxAZhagPyH6MjANjKtqBEgzTvkhKshcRv6YKtnfr-GV9y2rhG07ZYNDmzYKg0QzdA1N9CKXeCUgTtZ4M6rat5BRAVhXIR1mQANbLd-0Nir7rRF64qkgCz21ZIeAHnu5Y6ccrskE0a5DAC2470voBphsB93sNnWj9zeBz0V52bO-fcfcQA_Qrc.LsIACfFBbLvmdOSKK3vW4bwXGJdXabNssg5ai8GMGYA&dib_tag=se&keywords=laptop&qid=1722851696&sr=8-13
"(Refurbished) Lenovo ThinkPad 5th Gen Intel Core i5 Thin & Light HD Laptop (8 GB RAM/256 GB SSD/14"" (35.6 cm) HD/Windows 10 Pro/MS Office/WiFi/Webcam/Intel Graphics), Black","14,499",https://www.amazon.in/Refurbished-Lenovo-ThinkPad-Windows-Graphics/dp/B0CR495DW5/ref=sr_1_5?dib=eyJ2IjoiMSJ9.VD-XFhPX3Cbc9vkghsNwZtHGP4JHfmNgfUJM8iMY22xHf_w7C07UmuhxAZhagPyH6MjANjKtqBEgzTvkhKshcRv6YKtnfr-GV9y2rhG07ZYNDmzYKg0QzdA1N9CKXeCUgTtZ4M6rat5BRAVhXIR1mQANbLd-0Nir7rRF64qkgCz21ZIeAHnu5Y6ccrskE0a5DAC2470voBphsB93sNnWj9zeBz0V52bO-fcfcQA_Qrc.LsIACfFBbLvmdOSKK3vW4bwXGJdXabNssg5ai8GMGYA&dib_tag=se&keywords=laptop&qid=1722851696&sr=8-5
